Treatment,Number_CDR3,H
Pre,30,0.974984619
Pre,20,0.949270443
Pre,41,0.538119061
Pre,36,0.75564853
Pre,12,0.84312268
Pre,10,0.795448874
Pre,10,0.974110895
Pre,9,0.877193959
Pre,1,0
Pre,12,0.916099881
Pre,3,0.772506886
Pre,3,0.669591946
Pre,1,0
Pre,2,1
Pre,111,0.824990734
Pre,29,0.754141855
Pre,119,0.677146338
Pre,53,0.949646025
Pre,28,0.854170757
Pre,66,0.834734357
Pre,14,0.95521491
Pre,7,0.94876951
Pre,3,0.960229718
Pre,16,0.577000471
Pre,106,0.748463301
Pre,1,0
Pre,63,0.929167024
Pre,51,0.832988384
Pre,71,0.851921743
Pre,18,0.771238901
Pre,69,0.71991722
Pre,7,0.714172469
Pre,130,0.703659271
Pre,1,0
Pre,73,0.734225993
Pre,1,0
Pre,1,0
Pre,1,0
Pre,10,0.940718736
Pre,11,0.916118324
Pre,18,0.920976407
Pre,8,0.95771356
Pre,15,0.727161494
Pre,1,0
Pre,9,0.820045894
Pre,11,0.841649152
Pre,54,0.591253278
Pre,33,0.928269573
Pre,11,0.538780979
Pre,17,0.913390796
Pre,13,0.946714067
Pre,42,0.763200234
Pre,203,0.797451675
Pre,72,0.772334689
Pre,177,0.435763353
Pre,28,0.963379134
Pre,168,0.735682595
Pre,15,0.96859219
Pre,245,0.857623894
Pre,1,0
Pre,85,0.811138368
Pre,75,0.903861732
Pre,49,0.825598801
Pre,53,0.859060802
Pre,13,0.81240046
Pre,110,0.8317401
Pre,10,0.858304996
Pre,14,0.710042787
Pre,11,0.58246527
Pre,19,0.842873165
Pre,6,0.477215663
Pre,9,0.976614669
Pre,1,0
Pre,43,0.925271384
Pre,15,0.877442793
Pre,43,0.777620188
Pre,13,0.965407228
Pre,132,0.879725911
Pre,74,0.904508797
Pre,44,0.814819963
Pre,58,0.838910646
Pre,24,0.63035766
Pre,94,0.899706341
Pre,101,0.883117725
Pre,38,0.879519648
Pre,35,0.926067435
Pre,70,0.913709158
Pre,45,0.722230045
Pre,3,0.546294702
Pre,54,0.694774883
Pre,2,1
Pre,7,0.500826731
Pre,2,1
Pre,1,0
Pre,1,0
Pre,3,1
Pre,21,0.643158885
Pre,33,0.729228046
Pre,32,0.949855014
Pre,10,0.815218929
Pre,10,0.125305716
Pre,7,0.979569765
Pre,13,0.951793699
Pre,121,0.55882237
Pre,76,0.63414794
Pre,75,0.887778829
Pre,14,0.971237486
Pre,58,0.692388827
Pre,16,0.922180469
Pre,139,0.731060245
Pre,1,0
Pre,3,0.94639463
Pre,1,0
Pre,78,0.809366238
Pre,29,0.893618444
Pre,72,0.823881228
Pre,28,0.846254908
Pre,27,0.934385221
Pre,26,0.283703993
Pre,3,0.729846699
Pre,2,1
Pre,3,0.94639463
Pre,2,1
Pre,1,0
Pre,2,1
Pre,2,0.297472249
On,68,0.711360503
On,26,0.841288926
On,7,1
On,203,0.882709002
On,187,0.7959495
On,126,0.93349248
On,142,0.628955485
On,33,0.726666465
On,343,0.834102206
On,30,0.981400029
On,87,0.697103675
On,70,0.927475545
On,299,0.928698696
On,32,0.647447168
On,423,0.906168002
On,40,0.927454101
On,65,0.969822982
On,134,0.7212203
On,389,0.865240529
On,100,0.961043178
On,476,0.804628527
On,256,0.919144605
On,122,0.820775397
On,161,0.267951464
On,78,0.663655672
On,66,0.705837134
On,119,0.903725137
On,182,0.766453563
On,24,0.604307597
On,187,0.742971452
On,2,1
On,48,0.969513041
On,5,0.9697239
On,25,0.953880229
On,2,1
On,61,0.93772063
On,48,0.872232848
On,89,0.904767791
On,9,0.829435782
On,3,1
On,4,0.960964047
On,1,0
On,1,0
On,16,0.253311771
On,3,1
On,13,0.751030917
On,49,0.42433984
On,5,0.962961065
On,7,0.660675713
On,313,0.951975079
On,195,0.963140028
On,103,0.919129935
On,6,0.906975808
On,1,0
On,132,0.790693306
On,8,0.931115065
On,2,1
On,3,0.94639463
On,12,0.978222393
On,255,0.912067953
On,4,0.960964047
On,6,0.975503759
On,100,0.84415397
On,19,0.472202513
On,40,0.961400905
On,34,0.954733411
On,56,0.973783683
On,23,0.210816037
On,40,0.150504271
On,2,0.811278124
On,93,0.810143893
On,9,0.802550248
On,103,0.751852099
On,12,0.982336813
On,38,0.905658129
On,72,0.920660974
On,12,0.766263733
On,158,0.765567334
On,51,0.831230658
On,99,0.946822888
On,82,0.812139366
On,46,0.955372689
On,24,0.976458362
On,110,0.806029019
On,24,0.896427781
On,120,0.813406114
On,9,1
On,2,1
On,39,0.579194121
On,27,0.449413638
On,38,0.490433224
On,290,0.58580919
On,22,0.864684784
On,88,0.685522694
On,363,0.895827129
On,308,0.588152707
On,106,0.783584663
On,34,0.565889664
On,45,0.913489887
On,16,0.655182928
On,30,0.839627148
On,42,0.86536287
On,14,0.77130775
On,31,0.887918483
On,219,0.868085129
On,68,0.82886218
On,249,0.844364301
On,177,0.66055274
On,191,0.839107559
On,90,0.905737391
On,52,0.924702113
On,170,0.910814943
On,152,0.870906184
On,52,0.936198639
On,77,0.878319138
On,60,0.245069175
On,5,0.982388782
On,3,1
On,5,0.861353116
On,10,0.21569969
On,8,0.774406557
On,10,0.871609435
On,17,0.461160047
On,43,0.844948376
On,59,0.476336198
On,35,0.86777717
On,43,0.973363431
On,71,0.637932659
On,146,0.740543321
On,119,0.83655942
On,34,0.986255014
On,25,0.981100219
On,16,0.956977446
On,26,0.947724496
On,351,0.914328805
On,11,0.861290029
On,252,0.91989105
On,136,0.765307729
On,249,0.895512901
On,52,0.823522778
On,7,0.979569765
On,5,0.9697239
On,23,0.690769005
On,54,0.961943497
On,1,0
On,21,0.828844529
On,77,0.856401788
On,54,0.936646085
On,24,0.93965236
On,11,0.925822471
On,1,0
On,1,0
On,3,0.94639463
On,4,0.887929474
On,3,0.669591946
On,2,0.918295834
On,3,0.920619836
On,1,0
On,12,0.740076566
On,2,0.918295834
On,50,0.908414742
On,35,0.514748065
On,22,0.898762961
On,72,0.963111576
On,30,0.78312076
On,56,0.457946806
On,15,0.914777317
On,120,0.893496402
On,19,0.973100571
On,158,0.819150494
On,128,0.895175608
On,77,0.875661711
On,103,0.920759482
On,61,0.83252879
On,96,0.824074481
On,107,0.884507692
On,38,0.853570142
On,77,0.766418896
On,265,0.797858787
On,83,0.804936882
On,62,0.771275842
On,46,0.88196151
On,71,0.670684574
On,102,0.939077239
On,10,0.949942013
On,46,0.966075245
On,6,0.975503759
On,2,1
On,11,0.903282358
On,26,0.679003683
On,344,0.830596982
On,96,0.915407946
On,114,0.863034865
On,34,0.821276449
On,37,0.741748414
On,6,0.602244578
On,49,0.891435087
On,63,0.532769967
On,86,0.905214954
On,6,0.871049064
On,44,0.831262633
On,1,0
On,27,0.93151362
On,81,0.887353704
On,16,0.785611647
On,109,0.779978075
On,55,0.929982284
On,21,0.967042471
On,54,0.607198859
On,36,0.969545958
On,36,0.914290513
On,18,0.937722606
On,40,0.984728651
On,11,0.857674058
On,32,0.585420401
On,7,0.979569765
On,5,0.928383212
On,79,0.889408977
On,31,0.80255241
On,30,0.960400705
On,10,0.978347486
On,165,0.697872947
On,150,0.832283603
On,23,0.214872312
On,60,0.576855655
On,7,0.970835763
On,26,0.898327179
On,6,1
On,42,0.948145071
On,40,0.351818114
On,57,0.928394636
On,5,0.9697239
On,35,0.940442116
On,3,0.920619836
On,288,0.8620895
On,324,0.696898442
On,187,0.503426611
On,279,0.833826411
On,36,0.975164487
On,215,0.834311167
On,30,0.981400029
On,684,0.185444505
On,11,1
On,44,0.976933327
On,11,0.956427337
On,144,0.763886433
On,8,0.982567593
On,67,0.736698243
On,30,0.575484582
On,9,1
On,26,0.382531885
On,5,0.9697239
On,119,0.859444918
On,26,0.696572527
On,1,0
On,1,0
On,259,0.740127243
On,96,0.48530609
On,20,0.964459781
On,177,0.71134418
On,12,0.359325659
On,68,0.92390832
On,36,0.562326367
On,71,0.94358122
On,101,0.923648744
On,1,0
On,5,0.617826686
On,4,0.812907292
On,251,0.755243461
On,21,0.708074454
On,104,0.395065394
On,128,0.498274665
On,20,0.974071532
On,210,0.892192978
On,26,0.980177331
On,133,0.911332529
On,124,0.906926429
On,77,0.95808932
On,1,0
On,1,0
On,1,0
On,5,0.653182276
On,2,0.918295834
On,117,0.92683712
On,18,0.973994061
On,226,0.82662061
On,150,0.73149563
On,203,0.877020691
On,25,0.974024872
On,402,0.689348504
On,88,0.894797744
On,49,0.411229975
On,31,0.531452186
On,34,0.870998517
On,37,0.540982907
On,4,0.921185497
On,51,0.723970917
On,7,0.970835763
On,122,0.887714679
On,69,0.947289203
On,83,0.490444832
On,178,0.802625615
On,65,0.98608862
On,214,0.933482727
On,191,0.78145105
On,82,0.818832879
On,118,0.895261328
On,219,0.826039343
On,55,0.803592944
On,269,0.775504982
On,33,0.76255582
On,27,0.98582774
On,40,0.973051263
On,23,0.903181256
On,8,0.948813115
On,17,0.939656639
On,340,0.610250194
On,12,0.859171977
On,107,0.825626825
On,126,0.745039297
On,4,1
On,25,0.87253576
On,9,1
On,57,0.925490411
On,21,0.851056451
On,11,0.842328277
On,13,0.983727396
On,2,0.918295834
On,3,0.94639463
On,277,0.76954582
On,20,0.932987119
On,5,0.861353116
On,12,0.742438928
On,11,1
On,2,0.764204507
On,21,0.804912914
On,1,0
On,1,0
On,2,0.650022422
On,3,0.392377827
On,1,0
On,3,0.864973521
On,2,0.918295834
On,74,0.834596592
On,2,1
On,4,0.960964047
On,1,0
On,1,0
On,1,0
On,4,0.960964047
On,11,0.921423419
On,23,0.771798237
On,88,0.909736605
On,5,0.861353116
On,39,0.931964255
On,122,0.914036898
On,62,0.964459344
On,276,0.934398022
On,83,0.756357287
On,305,0.890564874
On,80,0.807381445
On,1,0
On,32,0.830177807
On,7,0.94876951
On,1,0
On,7,0.979569765
On,6,0.935944697
On,14,0.949312454
On,3,1
On,1,0
On,31,0.822544649
On,226,0.697395112
On,223,0.824524241
On,24,0.980309079
On,40,0.760287044
On,181,0.761938923
On,65,0.668878145
On,1,0
On,2,1
On,2,1
On,87,0.854710383
On,59,0.770280584
On,85,0.878049629
On,19,0.72810471
On,88,0.618722479
On,9,0.804913324
On,102,0.823785287
On,127,0.878581766
On,32,0.137863994
On,179,0.802350504
On,27,0.934605226
On,320,0.789687153
On,162,0.725261298
On,299,0.740640877
On,14,0.480347189
On,1,0
On,2,1
On,1,0
On,1,0
On,3,0.69136983
On,1,0
On,5,0.856087394
On,3,0.960229718
On,22,0.87712039
On,71,0.808047371
On,62,0.466152548
On,5,0.9697239
On,79,0.646928092
On,12,0.67172505
On,43,0.979527337
On,17,0.6449726
On,180,0.904178933
On,24,0.279422002
On,103,0.660601761
On,86,0.553794505
On,127,0.611720867
On,161,0.822292551
On,63,0.878459978
On,110,0.88320274
On,62,0.845683232
On,3,0.789690082
On,189,0.947067608
On,160,0.870945896
On,55,0.946825162
On,6,0.946411928
On,2,1
On,1,0
On,1,0
On,4,0.709147917
On,7,0.669127191
On,27,0.950033186
On,17,0.962988677
On,42,0.63549252
On,19,0.850053846
On,138,0.687776609
On,110,0.661944726
On,3,0.94639463
On,95,0.78011991
On,4,0.267243756
On,228,0.694956681
On,77,0.860067859
On,59,0.816582331
On,13,0.941559378
On,12,0.879050665
On,6,0.933510036
On,29,0.921364217
On,15,0.9391804
On,4,1
On,3,1
On,4,0.820111964
On,5,1
On,10,0.978837914
On,15,0.935042095
On,193,0.804783036
On,9,0.460965778
On,306,0.730462
On,10,0.974110895
On,243,0.780630049
On,207,0.709029959
On,142,0.713802751
On,26,0.324248163
On,56,0.563116608
On,34,0.713073234
On,145,0.590243127
On,13,0.430465501
On,26,0.83291378
On,4,0.959147917
On,74,0.695222577
On,24,0.716754112
On,5,0.9697239
On,15,0.991837346
On,1,0
On,49,0.223183069
On,64,0.720739584
On,38,0.82844701
On,12,0.609358916
On,50,0.650465295
On,91,0.861068802
On,6,0.889295276
On,6,0.705637335
On,59,0.623339241
On,37,0.507870145
On,47,0.791654706
On,39,0.734705752
On,81,0.896269681
On,54,0.866875221
On,111,0.488604394
On,133,0.881166414
On,30,0.852823514
On,257,0.715155505
On,32,0.915137147
On,68,0.620026604
On,1,0
On,23,0.38165285
On,38,0.627107667
On,48,0.897620828
On,127,0.902025015
On,2,0.918295834
On,31,0.945536375
On,153,0.866788326
On,72,0.957589148
On,12,0.733697762
On,128,0.694698621
On,14,0.99112306
On,90,0.621796446
On,91,0.869549516
On,47,0.920661933
On,2,1
On,80,0.254945324
On,44,0.922504812
On,15,0.917356727
On,37,0.368140122
On,17,0.729050655
On,14,0.882842399
On,19,0.951234562
On,58,0.959024465
On,43,0.965281691
On,67,0.873861504
On,107,0.530433392
On,34,0.983408835
On,89,0.885574094
On,97,0.9014526
On,87,0.883456931
On,8,0.982567593
On,37,0.73538364
On,4,0.896240625
On,30,0.87729485
On,39,0.917545907
On,52,0.855772865
On,45,0.765154132
On,1,0
On,11,0.961955575
On,4,0.960964047
On,18,0.663430944
On,22,0.89082516
On,3,0.819448372
On,27,0.946708532
On,15,0.846091586
On,147,0.795711579
On,9,0.954965533
On,78,0.964899322
On,52,0.909252356
On,78,0.652265927
On,89,0.758256617
On,38,0.884712446
On,22,0.985046478
On,19,0.904172412
On,18,0.973994061
On,16,0.979031737
On,1,0
On,40,0.963801056
On,2,0.918295834
On,15,0.661466036
On,2,1
On,11,0.704232616
On,4,1
On,4,0.918295834
On,420,0.791324252
On,82,0.869149015
On,475,0.686215746
On,254,0.919796031
On,111,0.684649348
On,207,0.844597744
On,21,0.920472427
On,34,0.968059986
On,2,0.918295834
On,27,0.806827634
On,24,0.426462708
On,3,0.94639463
On,184,0.873995967
On,114,0.723829256
On,169,0.905159093
On,36,0.7209252
On,161,0.889554018
On,22,0.870341186
On,307,0.755387215
On,2,0.918295834
On,31,0.824444635
On,2,0.918295834
On,1,0
On,7,0.979569765
On,23,0.995151434
On,25,0.937584555
On,35,0.961861662
On,31,0.968686225
On,1,0
On,28,0.966958033
On,6,0.975503759
On,32,0.784033194
On,140,0.768741494
On,101,0.960348812
On,37,0.47047529
On,35,0.825459499
On,47,0.975848612
On,1,0
On,1,0
On,4,1
On,3,0.864973521
On,2,1
On,474,0.780416586
On,185,0.839248353
On,420,0.519679362
On,64,0.845540681
On,332,0.819630923
On,40,0.980699859
On,596,0.819873416
On,1,0
On,263,0.739194799
On,210,0.865807177
On,158,0.902133829
On,175,0.944423773
On,29,0.332433316
On,302,0.875452511
On,31,0.909871794
On,33,0.548358555
On,24,0.756381875
On,46,0.721508454
On,7,0.970835763
On,26,0.912642867
On,8,0.948450312
On,35,0.634255817
On,2,0.566509507
On,23,0.816321028
On,143,0.69637347
On,29,0.963521332
On,311,0.779379569
On,170,0.934452651
On,118,0.895550594
On,151,0.931548441
On,4,0.820111964
On,269,0.93099763
On,11,0.775901638
On,89,0.922323573
On,80,0.967658385
On,174,0.86407812
On,111,0.492681124
On,2,1
On,54,0.610308029
On,3,1
On,4,0.519460298
On,17,0.50997379
On,11,0.963938447
On,2,1
On,9,0.897543091
On,16,0.97104593
On,45,0.185534766
On,57,0.724131142
On,62,0.871552559
On,23,0.785418991
On,26,0.668476853
On,17,0.920104049
On,22,0.946169566
On,1,0
On,285,0.527988266
On,157,0.524564025
On,191,0.845517927
On,32,0.840702234
On,131,0.710717356
On,44,0.910895064
On,339,0.761890307
On,1,0
On,1,0
On,251,0.835998268
On,85,0.819051793
On,188,0.838121766
On,74,0.815557755
On,69,0.853839726
On,68,0.825886965
On,5,0.72049304
On,202,0.944972642
On,42,0.546488683
On,6,0.335505626
On,1,0
